order_id,order_date,customer_id,product_id,product,quantity,customer_name,email,country,type,size,unit_price,sales,imported,exported,loyalty_card
QEV-37451-950,2019-12-05,21539-63283-UT13,H-T-9,Phone,1,Hernandez,hernandez56@gmail.com,Dubi,Electronic,Ipone,2,12,7,4,No
QEV-37451-951,2019-12-06,21539-63283-UT14,R-M-1,Washing Machine,6,Smith,smith56@gmail.com,Italy,Japan Electronic,Digital,500,17,12,0,No
QEV-37451-952,2019-12-07,21539-63283-UT15,B-N-9,AC,1,Johnson,johnson56@gmail.com,Germany,Japan Electronic,,349,12,7,4,No
QEV-37451-953,2019-12-08,21539-63283-UT16,H-T-9,Blub,8,Barnes,barnes56@gmail.com,Dubi,Electronic,Digital,12,19,14,0,No
QEV-37451-954,2019-12-09,21539-63283-UT17,L-W-7,Blub,2,Smith,smith56@gmail.com,UK,Electronic,Digital,12,13,8,3,No
QEV-37451-955,2019-12-10,21539-63283-UT18,O-P-2,AC,9,Hernandez,hernandez56@gmail.com,Germany,Japan Electronic,,356,20,15,0,No
QEV-37451-956,2021-12-11,21539-63283-UT19,B-N-9,Blub,3,Johnson,johnson56@gmail.com,Pakistan,Electronic,Digital,12,14,9,2,No
QEV-37451-957,2019-12-12,21539-63283-UT20,R-M-3,Mouse,7,Zai,zai56@gmail.com,Iceland,Electronic,Digital,1,18,13,0,No
QEV-37451-958,2019-12-13,21539-63283-UT21,K-T-2,AC,2,Rose,rose56@gmail.com,Canada,Japan Electronic,,345,13,8,3,No
QEV-37451-959,2019-12-14,21539-63283-UT22,Z-T-3,Washing Machine,7,Lily,lily56@gmail.com,UK,Japan Electronic,Digital,500,18,13,0,No
QEV-37451-960,2019-12-15,21539-63283-UT23,R-J-4,AC,3,Rean,rean56@gmail.com,Italy,Japan Electronic,,456,14,9,2,Yes
QEV-37451-961,2021-12-16,21539-63283-UT24,G-T-8,Fan,5,Fadi,fadi56@gmail.com,Germany,Electronic,Digital,32,16,11,0,Yes
QEV-37451-962,2019-12-17,21539-63283-UT25,H-T-9,Laptop,2,Snobr,snobr56@gmail.com,Dubi,Electronic,Core i5,70,13,8,3,Yes
QEV-37451-963,2019-12-18,21539-63283-UT26,R-M-1,AC,8,Robin,robin56@gmail.com,Italy,Japan Electronic,,345,19,14,0,No
QEV-37451-964,2019-12-19,21539-63283-UT27,O-P-2,Washing Machine,8,Lone,lone56@gmail.com,Germany,,Digital,500,19,14,0,Yes
QEV-37451-965,2019-12-20,21539-63283-UT28,R-J-4,Phone,2,Ben,ben56@gmail.com,UK,Electronic,Android,2,13,8,3,Yes
QEV-37451-966,2019-12-21,21539-63283-UT29,K-T-2,AC,9,Ten,ten56@gmail.com,UK,,,345,20,15,0,Yes
QEV-37451-967,2019-12-22,21539-63283-UT30,B-N-9,AC,3,Iron,iron56@gmail.com,Canada,,,345,14,9,2,Yes
QEV-37451-968,2019-12-23,21539-63283-UT31,H-T-9,AC,6,Thor,thor56@gmail.com,Germany,,,345,17,12,0,Yes
QEV-37451-969,2019-12-24,21539-63283-UT32,R-M-3,AC,1,Shuzka,shuzka56@gmail.com,UK,Japan Electronic,,345,12,7,4,Yes
QEV-37451-970,2019-12-25,21539-63283-UT33,R-J-4,Mouse,6,Nobita,nobita56@gmail.com,UK,Electronic,Digital,1,17,12,0,Yes
QEV-37451-971,2019-12-26,21539-63283-UT34,G-T-8,AC,2,Gian,gian56@gmail.com,Germany,Japan Electronic,,340,13,8,3,Yes
QEV-37451-972,2019-12-27,21539-63283-UT35,B-N-9,AC,8,Sunio,sunio56@gmail.com,UK,Japan Electronic,,345,19,14,0,Yes
QEV-37451-973,2019-12-28,21539-63283-UT36,I-O-2,Blub,2,Dora,dora56@gmail.com,Italy,Electronic,Digital,12,13,8,3,Yes
QEV-37451-974,2019-12-29,21539-63283-UT37,L-W-7,AC,5,Dorien,dorien56@gmail.com,Pakistan,Japan Electronic,,340,16,11,0,Yes
QEV-37451-975,2019-12-30,21539-63283-UT38,K-T-2,AC,3,Danyal,danyal56@gmail.com,Iceland,Japan Electronic,,345,14,9,2,Yes
QEV-37451-976,2019-12-31,21539-63283-UT39,O-P-2,Camera,3,Zaid,zaid56@gmail.com,Germany,Electronic,Digital,32,14,9,2,Yes
QEV-37451-977,2020-01-01,21539-63283-UT40,Z-T-3,Phone,8,Zawar,zawar56@gmail.com,UK,Electronic,Ipone,2,19,14,0,Yes
QEV-37451-978,2020-01-02,21539-63283-UT41,R-M-1,Laptop,2,Zeshan,zeshan56@gmail.com,UK,,Core i5,70,13,8,3,Yes
QEV-37451-979,2020-01-03,21539-63283-UT42,B-N-9,AC,7,Mosa,mosa56@gmail.com,Canada,Electronic,,345,18,13,0,No
QEV-37451-980,2020-01-04,21539-63283-UT43,H-T-9,Blub,3,Arham,arham56@gmail.com,UK,Electronic,Digital,2,14,9,2,No
QEV-37451-981,2020-01-05,21539-63283-UT44,K-T-2,Blub,4,Ahad,ahad56@gmail.com,Dubi,Electronic,Digital,2,15,10,1,No
QEV-37451-982,2022-01-06,21539-63283-UT45,R-J-4,AC,4,Najam,najam56@gmail.com,Germany,Electronic,,345,15,10,1,No
QEV-37451-983,2020-01-07,21539-63283-UT46,L-W-7,Blub,1,Rehman,rehman56@gmail.com,Pakistan,Electronic,Digital,2,12,7,4,Yes
QEV-37451-984,2020-01-08,21539-63283-UT47,G-T-8,Washing Machine,6,Daud,daud56@gmail.com,Italy,Electronic,Digital,500,17,12,0,No
QEV-37451-985,2020-01-09,21539-63283-UT48,O-P-2,Mouse,2,Qamar,qamar56@gmail.com,Dubi,Electronic,Digital,1,13,8,3,Yes
QEV-37451-986,2022-01-10,21539-63283-UT49,K-T-2,TV,0,Skinder,skinder56@gmail.com,UK,Electronic,full size,661,11,6,5,No
QEV-37451-987,2020-01-11,21539-63283-UT50,Z-T-3,TV,2,Shahbaz,shahbaz56@gmail.com,Dubi,Electronic,full size,661,13,8,3,Yes
QEV-37451-988,2020-01-12,21539-63283-UT51,B-N-9,AC,5,Danyal,danyal56@gmail.com,Germany,Electronic,,345,16,11,0,No
QEV-37451-989,2024-01-13,21539-63283-UT52,H-T-9,Phone,2,Subhan,subhan56@gmail.com,Dubi,Electronic,Ipone,2,13,8,3,Yes
QEV-37451-990,2023-01-14,21539-63283-UT53,R-M-1,Camera,7,Shan,shan56@gmail.com,Iceland,Electronic,Digital,32,18,13,0,No
QEV-37451-991,2022-01-15,21539-63283-UT54,R-J-4,Fan,2,Roman,roman56@gmail.com,Canada,Electronic,Digital,42,13,8,3,Yes
QEV-37451-992,2022-01-16,21539-63283-UT55,I-O-2,AC,9,Tayyab,tayyab56@gmail.com,Italy,Electronic,,345,20,15,0,No
QEV-37451-993,2023-01-17,21539-63283-UT56,R-M-3,Laptop,3,Kashif,kashif56@gmail.com,UK,Electronic,Core i5,77,14,9,2,Yes
QEV-37451-994,2023-01-18,21539-63283-UT57,R-J-4,Laptop,1,Ali,ali56@gmail.com,Germany,Electronic,Core i5,77,12,7,4,No
QEV-37451-995,2023-01-19,21539-63283-UT58,H-T-9,TV,5,Vivi,vivi56@gmail.com,UK,Electronic,full size,555,16,11,0,Yes
QEV-37451-996,2020-01-20,21539-63283-UT59,K-T-2,Laptop,9,Ahsan,ahsan56@gmail.com,Dubi,Electronic,Core i5,77,20,15,0,No
QEV-37451-997,2023-01-21,21539-63283-UT60,B-N-9,Laptop,2,Ahad mir,ahad mir56@gmail.com,UK,Electronic,Core i5,77,13,8,3,Yes
QEV-37451-998,2020-01-22,21539-63283-UT61,R-M-3,AC,9,Sarmad,sarmad56@gmail.com,UK,Electronic,,345,20,15,0,No
QEV-37451-999,2020-01-23,21539-63283-UT62,G-T-8,TV,4,Moin,moin56@gmail.com,Germany,Electronic,,345,15,10,1,Yes
QEV-37451-1000,2020-01-24,21539-63283-UT63,O-P-2,AC,4,Zoi,zoi56@gmail.com,Canada,Electronic,,345,15,10,1,No
QEV-37451-1001,2024-01-25,21539-63283-UT64,L-W-7,AC,2,Zuni,zuni56@gmail.com,Germany,Electronic,,345,13,8,3,Yes
QEV-37451-1002,2024-01-26,21539-63283-UT65,Z-T-3,AC,4,Zahid,zahid56@gmail.com,UK,Electronic,,345,15,10,1,No
QEV-37451-1003,2024-01-27,21539-63283-UT66,B-N-9,Mouse,2,Zahr,zahr56@gmail.com,Italy,Electronic,Digital,1,13,8,3,Yes
QEV-37451-1004,2024-01-28,21539-63283-UT67,H-T-9,AC,2,Zht,zht56@gmail.com,UK,Electronic,,345,13,8,3,No
QEV-37451-1005,2024-01-29,21539-63283-UT68,K-T-2,AC,3,Zubair,zubair56@gmail.com,Pakistan,Electronic,,345,14,9,2,Yes
QEV-37451-1006,2024-01-30,21539-63283-UT69,R-M-1,AC,6,Ahsn,ahsn56@gmail.com,Dubi,Electronic,,345,17,12,0,No
QEV-37451-1007,2024-01-31,21539-63283-UT70,R-M-3,AC,2,Ali,ali56@gmail.com,Iceland,Electronic,,345,13,8,3,Yes
QEV-37451-1008,2024-02-01,21539-63283-UT71,O-P-2,TV,4,Ameer,ameer56@gmail.com,Germany,Electronic,,345,15,10,1,No
QEV-37451-1009,2024-02-02,21539-63283-UT72,B-N-9,Washing Machine,2,Anas,anas56@gmail.com,UK,Electronic,Digital,345,13,8,3,No
QEV-37451-1010,2024-02-03,21539-63283-UT73,H-T-9,TV,3,Artm,artm56@gmail.com,Italy,Electronic,Digital,555,14,9,2,No
QEV-37451-1011,2024-02-04,21539-63283-UT74,R-J-4,Blub,4,Ahthsam,ahthsam56@gmail.com,Canada,Electronic,Digital,12,15,10,1,Yes
QEV-37451-1012,2024-02-05,21539-63283-UT75,Z-T-3,TV,4,Atheshma,atheshma56@gmail.com,Dubi,Electronic,full size,555,15,10,1,Yes
QEV-37451-1013,2024-02-06,21539-63283-UT76,O-P-2,Blub,4,Rehman,rehman56@gmail.com,UK,Electronic,Digital,12,15,10,1,Yes
QEV-37451-1014,2024-02-07,21539-63283-UT77,K-T-2,Washing Machine,1,Razi,razi56@gmail.com,UK,Electronic,Digital,550,12,7,4,Yes
QEV-37451-1015,2025-02-08,21539-63283-UT78,R-J-4,Fan,4,Qut,qut56@gmail.com,Germany,Electronic,,42,15,10,1,Yes
QEV-37451-1016,2020-02-09,21539-63283-UT79,R-M-3,Phone,2,Quni,quni56@gmail.com,UK,Electronic,Ipone,2,13,8,3,Yes
QEV-37451-1017,2025-02-10,21539-63283-UT80,I-O-2,TV,4,Shot,shot56@gmail.com,Italy,Electronic,Digital,555,15,10,1,Yes
QEV-37451-1018,2025-02-11,21539-63283-UT81,L-W-7,Phone,2,Sthoy,sthoy56@gmail.com,Germany,Electronic,Ipone,2,13,8,3,Yes
QEV-37451-1019,2025-02-12,21539-63283-UT82,G-T-8,Phone,3,Stokey,stokey56@gmail.com,Pakistan,Electronic,Ipone,2,14,9,2,Yes
QEV-37451-1020,2025-02-13,21539-63283-UT83,R-M-1,AC,2,dath,dath56@gmail.com,Dubi,Electronic,,345,13,8,3,Yes
QEV-37451-1021,2025-02-14,21539-63283-UT84,B-N-9,AC,3,Wood,wood56@gmail.com,Iceland,Electronic,,345,14,9,2,Yes
QEV-37451-1022,2025-02-15,21539-63283-UT85,H-T-9,Mouse,2,Arzoo,arzoo56@gmail.com,UK,Electronic,Digital,2,13,8,3,No
QEV-37451-1023,2025-02-16,21539-63283-UT86,R-J-4,TV,2,Ansa,ansa56@gmail.com,Italy,Electronic,full size,555,13,8,3,No
QEV-37451-1024,2024-02-17,21539-63283-UT87,O-P-2,AC,2,Anas,anas56@gmail.com,Dubi,Electronic,,345,13,8,3,No
QEV-37451-1025,2024-02-18,21539-63283-UT88,R-M-3,Washing Machine,2,Iqra,iqra56@gmail.com,Canada,Electronic,Digital,550,13,8,3,No
QEV-37451-1026,2024-02-19,21539-63283-UT89,K-T-2,Washing Machine,2,Momina,momina56@gmail.com,Italy,Electronic,Digital,550,13,8,3,No
QEV-37451-1027,2025-02-20,21539-63283-UT90,Z-T-3,TV,2,Khalil,khalil56@gmail.com,UK,Electronic,full size,555,13,8,3,No
QEV-37451-1028,2024-02-21,21539-63283-UT91,R-J-4,Phone,7,Tanveer,tanveer56@gmail.com,Germany,Electronic,Android,2,18,13,0,Yes
QEV-37451-1029,2025-02-22,21539-63283-UT92,O-P-2,Laptop,3,Minha,minha56@gmail.com,UK,Electronic,Core i5,77,14,9,2,Yes
QEV-37451-1030,2020-02-23,21539-63283-UT93,K-T-2,AC,5,Minhal,minhal56@gmail.com,Dubi,Electronic,,555,16,11,0,Yes
QEV-37451-1031,2020-02-24,21539-63283-UT94,B-N-9,Fan,2,Amna,amna56@gmail.com,Canada,Electronic,,42,13,8,3,Yes
QEV-37451-1032,2020-02-25,21539-63283-UT95,I-O-2,Blub,3,Aeman,aeman56@gmail.com,Italy,Electronic,Digital,12,14,9,2,No
QEV-37451-1033,2020-02-26,21539-63283-UT96,G-T-8,AC,1,Afifa,afifa56@gmail.com,UK,Electronic,,454,12,7,4,Yes
QEV-37451-1034,2020-02-27,21539-63283-UT97,R-M-1,Laptop,8,Aliza,aliza56@gmail.com,UK,Electronic,Core i5,77,19,14,0,Yes
QEV-37451-1035,2020-02-28,21539-63283-UT98,R-J-4,AC,3,Anzeela,anzeela56@gmail.com,Pakistan,Electronic,,556,14,9,2,No
QEV-37451-1036,2020-02-29,21539-63283-UT99,O-P-2,Washing Machine,2,Anaya,anaya56@gmail.com,Germany,Electronic,Digital,550,13,8,3,Yes
QEV-37451-1037,2020-03-01,21539-63283-UT100,H-T-9,TV,4,Arooj,arooj56@gmail.com,Pakistan,Electronic,,555,15,10,1,Yes
