Customer ID ,Customer Name,Email,Phone no.,Adress line 1,Country,Postcode,Loyality Card
21539-63283-UT1,Helen,helen56@gmail.com,,flat8 bulding 8 dc road ,Pakistan,105232,Yes
21539-63283-UT2,Charlie,charlie56@gmail.com,,95-b iceland,Iceland,724351,NO
21539-63283-UT3,Doug,doug56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT4,Juan,juan56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT5,Helen,helen56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT6,Smith,smith56@gmail.com,,9MMhall free canada,Canada,626266,Yes
21539-63283-UT7,Smith,smith56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT8,Hernandez,hernandez56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT9,Smith,smith56@gmail.com,,hall city road 2-4,UK,237891,Yes
21539-63283-UT10,Johnson,johnson56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT11,Barnes,barnes56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT12,Johnson,johnson56@gmail.com,,mmu road 9-62D,UK,237891,Yes
21539-63283-UT13,Hernandez,hernandez56@gmail.com,,street 78-flat9 dubi,Dubi,230000,NO
21539-63283-UT14,Smith,smith56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT15,Johnson,johnson56@gmail.com,,street road germany ,Germany,888889,NO
21539-63283-UT16,Barnes,barnes56@gmail.com,,street 78-flat9 dubi,Dubi,230000,NO
21539-63283-UT17,Smith,smith56@gmail.com,,R7-3Dwales,uk,237891,NO
21539-63283-UT18,Hernandez,hernandez56@gmail.com,,street road germany ,Germany,888889,NO
21539-63283-UT19,Johnson,johnson56@gmail.com,,sector7 house no9,Pakistan,105232,NO
21539-63283-UT20,Zai,zai56@gmail.com,,95-b iceland,Iceland,724351,NO
21539-63283-UT21,Rose,rose56@gmail.com,,9MMhall free canada,Canada,626266,NO
21539-63283-UT22,Lily,lily56@gmail.com,,5U-9D london,UK,237891,NO
21539-63283-UT23,Rean,rean56@gmail.com,,TYF-89-italy,Italy,787222,Yes
21539-63283-UT24,Fadi,fadi56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT25,Snobr,snobr56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT26,Robin,robin56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT27,Lone,lone56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT28,Ben,ben56@gmail.com,,mmu road 9-62D,UK,237891,Yes
21539-63283-UT29,Ten,ten56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT30,Iron ,iron56@gmail.com,,9MMhall free canada,Canada,626266,Yes
21539-63283-UT31,Thor,thor56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT32,Shuzka,shuzka56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT33,Nobita,nobita56@gmail.com,,hall city road 2-4,UK,237891,Yes
21539-63283-UT34,Gian,gian56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT35,Sunio,sunio56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT36,Dora,dora56@gmail.com,,TYF-89-italy,Italy,787222,Yes
21539-63283-UT37,Dorien,dorien56@gmail.com,,flat8 bulding 8 dc road ,Pakistan,105232,Yes
21539-63283-UT38,Danyal,danyal56@gmail.com,,95-b iceland,Iceland,724351,Yes
21539-63283-UT39,Zaid,zaid56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT40,Zawar,zawar56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT41,Zeshan ,zeshan56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT42,Mosa,mosa56@gmail.com,,9MMhall free canada,Canada,626266,NO
21539-63283-UT43,Arham,arham56@gmail.com,,mmu road 9-62D,UK,237891,NO
21539-63283-UT44,Ahad,ahad56@gmail.com,,street 78-flat9 dubi,Dubi,230000,NO
21539-63283-UT45,Najam ,najam56@gmail.com,,street road germany ,Germany,888889,NO
21539-63283-UT46,Rehman ,rehman56@gmail.com,,sector7 house no9,Pakistan,105232,Yes
21539-63283-UT47,Daud,daud56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT48,Qamar,qamar56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT49,Skinder,skinder56@gmail.com,,R7-3Dwales,UK,237891,NO
21539-63283-UT50,Shahbaz,shahbaz56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT51,Danyal,danyal56@gmail.com,,street road germany ,Germany,888889,NO
21539-63283-UT52,Subhan,subhan56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT53,Shan,shan56@gmail.com,,95-b iceland,Iceland,724351,NO
21539-63283-UT54,Roman,roman56@gmail.com,,9MMhall free canada,Canada,626266,Yes
21539-63283-UT55,Tayyab,tayyab56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT56,Kashif,kashif56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT57,Ali,ali56@gmail.com,,street road germany ,Germany,888889,NO
21539-63283-UT58,Vivi,vivi56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT59,Ahsan,ahsan56@gmail.com,,street 78-flat9 dubi,Dubi,230000,NO
21539-63283-UT60,Ahad mir,ahad mir56@gmail.com,,hall city road 2-4,UK,237891,Yes
21539-63283-UT61,Sarmad ,sarmad56@gmail.com,,mmu road 9-62D,UK,237891,NO
21539-63283-UT62,Moin ,moin56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT63,Zoi,zoi56@gmail.com,,9MMhall free canada,Canada,626266,NO
21539-63283-UT64,Zuni,zuni56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT65,Zahid,zahid56@gmail.com,,5U-9D london,UK,237891,NO
21539-63283-UT66,Zahr,zahr56@gmail.com,,TYF-89-italy,Italy,787222,Yes
21539-63283-UT67,Zht,zht56@gmail.com,,R7-3Dwales,UK,237891,NO
21539-63283-UT68,Zubair,zubair56@gmail.com,,bulding near D-mart,Pakistan,105232,Yes
21539-63283-UT69,Ahsn,ahsn56@gmail.com,,street 78-flat9 dubi,Dubi,230000,NO
21539-63283-UT70,Ali,ali56@gmail.com,,95-b iceland,Iceland,724351,Yes
21539-63283-UT71,Ameer,ameer56@gmail.com,,street road germany ,Germany,888889,NO
21539-63283-UT72,Anas,anas56@gmail.com,,5U-9D london,UK,237891,NO
21539-63283-UT73,Artm,artm56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT74,Ahthsam,ahthsam56@gmail.com,,9MMhall free canada,Canada,626266,Yes
21539-63283-UT75,Atheshma,atheshma56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT76,Rehman ,rehman56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT77,Razi,razi56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT78,Qut,qut56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT79,Quni,quni56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT80,Shot,shot56@gmail.com,,TYF-89-italy,Italy,787222,Yes
21539-63283-UT81,Sthoy,sthoy56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT82,Stokey,stokey56@gmail.com,,sector7 house no9,Pakistan,105232,Yes
21539-63283-UT83,dath,dath56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT84,Wood,wood56@gmail.com,,95-b iceland,Iceland,724351,Yes
21539-63283-UT85,Arzoo,arzoo56@gmail.com,,mmu road 9-62D,UK,237891,NO
21539-63283-UT86,Ansa,ansa56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT87,Anas,anas56@gmail.com,,street 78-flat9 dubi,Dubi,230000,NO
21539-63283-UT88,Iqra,iqra56@gmail.com,,9MMhall free canada,Canada,626266,NO
21539-63283-UT89,Momina,momina56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT90,Khalil,khalil56@gmail.com,,R7-3Dwales,UK,237891,NO
21539-63283-UT91,Tanveer,tanveer56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT92,Minha,minha56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT93,Minhal,minhal56@gmail.com,,street 78-flat9 dubi,Dubi,230000,Yes
21539-63283-UT94,Amna,amna56@gmail.com,,9MMhall free canada,Canada,626266,Yes
21539-63283-UT95,Aeman,aeman56@gmail.com,,TYF-89-italy,Italy,787222,NO
21539-63283-UT96,Afifa,afifa56@gmail.com,,R7-3Dwales,UK,237891,Yes
21539-63283-UT97,Aliza,aliza56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT98,Anzeela,anzeela56@gmail.com,,bulding near D-mart,Pakistan,105232,NO
21539-63283-UT99,Anaya,anaya56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT100,Arooj,arooj56@gmail.com,,flat8 bulding 8 dc road ,Pakistan,105232,Yes
21539-63283-UT101,Hassan,hassan56@gmail.com,,street road germany ,Germany,888889,Yes
21539-63283-UT102,Kashif,kashif56@gmail.com,,hall city road 2-4,UK,237891,Yes
21539-63283-UT103,Shban,shban56@gmail.com,,mmu road 9-62D,UK,237891,Yes
21539-63283-UT104,Dar,dar56@gmail.com,,5U-9D london,UK,237891,Yes
21539-63283-UT105,Shifiq,shifiq56@gmail.com,,95-b iceland,Iceland,724351,NO
21539-63283-UT106,Usman,usman56@gmail.com,,bulding near D-mart,Pakistan,105232,Yes
21539-63283-UT107,Hina,hina56@gmail.com,,9MMhall free canada,Canada,626266,Yes
21539-63283-UT108,Zaniab,zaniab56@gmail.com,,95-b iceland,Iceland,724351,Yes
21539-63283-UT109,Nouman,nouman56@gmail.com,,sector7 house no9,Pakistan,105232,Yes
21539-63283-UT110,Fhad,fhad56@gmail.com,,mmu road 9-62D,UK,237891,NO
